proposal_id,investigator_id,investigator_name,career_stage,college_code,college_name,sponsor_id,sponsor_name,sponsor_type,proposal_type,submission_date,submission_month,fiscal_year,requested_amount,proposal_status,award_id,awarded_amount,decision_date,days_to_decision,award_start_date,award_end_date
LP-2026-02286,R0139,Jia Zhou,Established,SOC,College of Social Innovation,S005,National Science Foundation,Federal,Research Project,2026-01-01,2026-01,FY26,35900,Not Funded,,0,2026-07-05,185,,
LP-2026-02287,R0141,Victor Singh,Senior,BUS,School of Business,S025,Interdisciplinary Catalyst Fund,Internal,Research Project,2026-06-04,2026-06,FY26,30300,Active,AW2-2026-02287,19500,2026-08-31,88,2026-11-03,2028-04-26
LP-2023-02288,R0178,Lucas Haddad,Established,ENG,College of Engineering,S005,National Science Foundation,Federal,Research Project,2023-08-21,2023-08,FY24,109300,Not Funded,,0,2023-12-27,128,,
LP-2023-02289,R0076,Priya Wang,Early Career,HUM,College of Humanities,S012,Future Cities Foundation,Foundation,Research Project,2023-02-24,2023-02,FY23,106000,Not Funded,,0,2023-04-05,40,,
LP-2024-02290,R0001,Fatima Khan,Senior,LAW,School of Law and Public Policy,S025,Interdisciplinary Catalyst Fund,Internal,Research Project,2024-12-28,2024-12,FY25,132000,Not Funded,,0,2025-02-01,35,,
LP-2024-02291,R0072,Samira Kim,Established,ARC,College of Architecture and Design,S014,Biomedical Discovery Foundation,Foundation,Equipment,2024-09-20,2024-09,FY25,215300,Not Funded,,0,2025-01-20,122,,
LP-2024-02292,R0123,Olivia Costa,Early Career,SOC,College of Social Innovation,S014,Biomedical Discovery Foundation,Foundation,Internal Seed,2024-12-08,2024-12,FY25,71100,Not Funded,,0,2025-04-01,114,,
LP-2024-02293,R0006,Jamal Garcia,Established,SCI,College of Science,S015,Civic Data Collaborative,Nonprofit,Fellowship,2024-04-10,2024-04,FY24,300700,Active,AW2-2024-02293,206900,2024-08-09,121,2024-09-18,2025-09-18
LP-2026-02294,R0083,Isabelle Laurent,Established,SOC,College of Social Innovation,S024,Faculty Seed Grant Program,Internal,Fellowship,2026-08-02,2026-08,FY27,175400,Submitted,,0,,,,
LP-2025-02295,R0036,Jamal Garcia,Early Career,HUM,College of Humanities,S007,Department of Energy and Climate,Government,Research Project,2025-10-21,2025-10,FY26,199000,Not Funded,,0,2025-12-03,43,,
LP-2023-02296,R0057,Grace Williams,Established,LAW,School of Law and Public Policy,S013,Education Access Foundation,Foundation,Equipment,2023-02-28,2023-02,FY23,140400,Closed,AW2-2023-02296,112600,2023-06-14,106,2023-07-30,2024-07-29
LP-2024-02297,R0160,Hana Roy,Established,ARC,College of Architecture and Design,S020,Northstar Analytics,Industry,Equipment,2024-12-06,2024-12,FY25,250000,Not Funded,,0,2025-06-10,186,,
LP-2024-02298,R0007,Nadia Nguyen,Established,HSC,College of Health Sciences,S023,Internal Strategic Research Fund,Internal,Research Project,2024-07-21,2024-07,FY25,234900,Not Funded,,0,2024-08-26,36,,
LP-2024-02299,R0037,Nadia Nguyen,Early Career,BUS,School of Business,S021,Vertex Mobility Systems,Industry,Fellowship,2024-10-01,2024-10,FY25,207900,Closed,AW2-2024-02299,192100,2024-11-25,55,2024-12-12,2026-06-05
LP-2026-02300,R0094,Yara Lee,Established,SCI,College of Science,S014,Biomedical Discovery Foundation,Foundation,Research Project,2026-07-20,2026-07,FY27,59000,Submitted,,0,,,,
LP-2023-02301,R0177,Grace Williams,Established,LAW,School of Law and Public Policy,S010,Global Health Foundation,Foundation,Internal Seed,2023-10-21,2023-10,FY24,164500,Not Funded,,0,2023-12-22,62,,
LP-2024-02302,R0001,Fatima Khan,Senior,LAW,School of Law and Public Policy,S022,Helix Medical Devices,Industry,Research Project,2024-11-01,2024-11,FY25,98600,Active,AW2-2024-02302,88300,2025-03-18,137,2025-03-31,2028-03-30
LP-2026-02303,R0116,Camille Mensah,Early Career,HUM,College of Humanities,S018,Global Development Partnership,International,Research Project,2026-06-02,2026-06,FY26,200900,Not Funded,,0,2026-08-08,67,,
LP-2024-02304,R0125,Daniel Walker,Established,BUS,School of Business,S010,Global Health Foundation,Foundation,Research Project,2024-03-18,2024-03,FY24,262000,Closed,AW2-2024-02304,195200,2024-09-07,173,2024-11-02,2026-11-02
LP-2025-02305,R0118,Lucas Haddad,Senior,SCI,College of Science,S013,Education Access Foundation,Foundation,Equipment,2025-12-29,2025-12,FY26,275800,Active,AW2-2025-02305,225500,2026-04-29,121,2026-07-12,2027-07-12
LP-2024-02306,R0135,Leila Martin,Established,HSC,College of Health Sciences,S013,Education Access Foundation,Foundation,Research Project,2024-06-21,2024-06,FY24,80100,Closed,AW2-2024-02306,57000,2024-09-10,81,2024-10-23,2026-10-23
LP-2023-02307,R0110,Noah Johnson,Early Career,SCI,College of Science,S005,National Science Foundation,Federal,Research Project,2023-09-30,2023-09,FY24,231300,Not Funded,,0,2023-12-26,87,,
LP-2026-02308,R0050,Noah Johnson,Senior,ENG,College of Engineering,S025,Interdisciplinary Catalyst Fund,Internal,Research Project,2026-02-25,2026-02,FY26,56800,Active,AW2-2026-02308,36400,2026-06-12,107,2026-07-29,2027-07-29
LP-2026-02309,R0032,Jonah Smith,Senior,ARC,College of Architecture and Design,S002,Natural Sciences Research Council,Federal,Internal Seed,2026-08-07,2026-08,FY27,67500,Withdrawn,,0,2026-08-31,24,,
LP-2024-02310,R0053,Isabelle Laurent,Early Career,BUS,School of Business,S003,Social Innovation Research Council,Federal,Research Project,2024-03-14,2024-03,FY24,310000,Active,AW2-2024-02310,200500,2024-06-02,80,2024-07-22,2026-07-22
LP-2023-02311,R0102,Samira Kim,Established,SCI,College of Science,S022,Helix Medical Devices,Industry,Research Project,2023-03-30,2023-03,FY23,138200,Closed,AW2-2023-02311,120200,2023-05-18,49,2023-06-29,2024-06-28
LP-2023-02312,R0146,Camille Mensah,Senior,ENG,College of Engineering,S004,Advanced Technology Agency,Federal,Research Project,2023-10-18,2023-10,FY24,69900,Closed,AW2-2023-02312,46600,2024-02-14,119,2024-04-14,2027-04-14
LP-2024-02313,R0113,Isabelle Laurent,Established,LAW,School of Law and Public Policy,S007,Department of Energy and Climate,Government,Research Project,2024-06-09,2024-06,FY24,55500,Active,AW2-2024-02313,39000,2024-12-03,177,2025-01-18,2026-01-18
LP-2025-02314,R0099,Carlos Ito,Senior,SOC,College of Social Innovation,S019,Apex Biotechnologies,Industry,Research Project,2025-12-09,2025-12,FY26,23800,Not Funded,,0,2026-05-03,145,,
LP-2023-02315,R0176,Camille Mensah,Early Career,ARC,College of Architecture and Design,S019,Apex Biotechnologies,Industry,Internal Seed,2023-01-31,2023-01,FY23,448600,Not Funded,,0,2023-06-14,134,,
LP-2025-02316,R0034,Yara Lee,Established,ENG,College of Engineering,S013,Education Access Foundation,Foundation,Research Project,2025-02-01,2025-02,FY25,52100,Not Funded,,0,2025-07-24,173,,
LP-2024-02317,R0087,Grace Williams,Senior,HSC,College of Health Sciences,S024,Faculty Seed Grant Program,Internal,Research Project,2024-03-24,2024-03,FY24,129400,Closed,AW2-2024-02317,103200,2024-05-23,60,2024-07-16,2026-07-16
LP-2024-02318,R0059,Rafael Reyes,Senior,SOC,College of Social Innovation,S005,National Science Foundation,Federal,Fellowship,2024-05-25,2024-05,FY24,673000,Closed,AW2-2024-02318,434300,2024-07-27,63,2024-08-14,2026-02-05
LP-2024-02319,R0175,Sofia Evans,Early Career,HSC,College of Health Sciences,S017,International Research Consortium,International,Fellowship,2024-03-30,2024-03,FY24,264500,Active,AW2-2024-02319,257200,2024-06-23,85,2024-08-06,2026-01-28
LP-2025-02320,R0074,Gabriel Dubois,Established,ENG,College of Engineering,S008,Ontario Research Fund,Provincial/State,Research Project,2025-11-29,2025-11,FY26,110200,Active,AW2-2025-02320,83100,2026-04-21,143,2026-06-22,2027-06-22
LP-2025-02321,R0017,Zain Gupta,Established,LAW,School of Law and Public Policy,S001,National Health Research Council,Federal,Equipment,2025-12-19,2025-12,FY26,42300,Active,AW2-2025-02321,30600,2026-05-01,133,2026-06-20,2029-06-19
LP-2025-02322,R0102,Samira Kim,Established,SCI,College of Science,S021,Vertex Mobility Systems,Industry,Research Project,2025-10-02,2025-10,FY26,164800,Not Funded,,0,2026-02-16,137,,
LP-2023-02323,R0058,Lucas Haddad,Early Career,ENG,College of Engineering,S004,Advanced Technology Agency,Federal,Fellowship,2023-01-24,2023-01,FY23,107400,Not Funded,,0,2023-07-16,173,,
LP-2023-02324,R0021,Victor Singh,Established,BUS,School of Business,S001,National Health Research Council,Federal,Research Project,2023-05-28,2023-05,FY23,201500,Not Funded,,0,2023-07-12,45,,
LP-2024-02325,R0040,Hana Roy,Early Career,ARC,College of Architecture and Design,S004,Advanced Technology Agency,Federal,Research Project,2024-06-30,2024-06,FY24,68400,Not Funded,,0,2024-08-06,37,,
LP-2024-02326,R0117,Grace Williams,Established,BUS,School of Business,S004,Advanced Technology Agency,Federal,Internal Seed,2024-01-15,2024-01,FY24,93000,Not Funded,,0,2024-05-14,120,,
LP-2024-02327,R0175,Sofia Evans,Early Career,HSC,College of Health Sciences,S018,Global Development Partnership,International,Research Project,2024-07-10,2024-07,FY25,66700,Closed,AW2-2024-02327,52200,2024-08-21,42,2024-10-01,2026-10-01
LP-2023-02328,R0121,Fatima Khan,Early Career,LAW,School of Law and Public Policy,S024,Faculty Seed Grant Program,Internal,Training Grant,2023-06-20,2023-06,FY23,244000,Not Funded,,0,2023-08-05,46,,
LP-2025-02329,R0147,Grace Williams,Early Career,SOC,College of Social Innovation,S014,Biomedical Discovery Foundation,Foundation,Equipment,2025-04-23,2025-04,FY25,248800,Withdrawn,,0,2025-08-27,126,,
LP-2026-02330,R0013,Arjun Thomas,Established,BUS,School of Business,S020,Northstar Analytics,Industry,Fellowship,2026-03-16,2026-03,FY26,255800,Not Funded,,0,2026-08-31,168,,
LP-2025-02331,R0168,Elena Patel,Early Career,ARC,College of Architecture and Design,S011,Community Wellbeing Trust,Foundation,Internal Seed,2025-10-16,2025-10,FY26,128500,Not Funded,,0,2025-12-22,67,,
LP-2026-02332,R0009,Carlos Ito,Early Career,LAW,School of Law and Public Policy,S020,Northstar Analytics,Industry,Research Project,2026-01-25,2026-01,FY26,68700,Awarded,AW2-2026-02332,57300,2026-03-09,43,2026-03-27,2027-03-27
LP-2023-02333,R0135,Leila Martin,Established,HSC,College of Health Sciences,S002,Natural Sciences Research Council,Federal,Research Project,2023-10-27,2023-10,FY24,95700,Active,AW2-2023-02333,71800,2024-01-14,79,2024-03-02,2026-03-02
LP-2025-02334,R0115,Sofia Evans,Early Career,SOC,College of Social Innovation,S001,National Health Research Council,Federal,Research Project,2025-05-26,2025-05,FY25,70200,Awarded,AW2-2025-02334,43800,2025-11-30,188,2025-12-22,2027-06-15
LP-2023-02335,R0052,Chloe Chen,Senior,HUM,College of Humanities,S025,Interdisciplinary Catalyst Fund,Internal,Training Grant,2023-05-14,2023-05,FY23,484100,Not Funded,,0,2023-10-13,152,,
LP-2025-02336,R0021,Victor Singh,Established,BUS,School of Business,S020,Northstar Analytics,Industry,Fellowship,2025-03-16,2025-03,FY25,152800,Not Funded,,0,2025-07-03,109,,
LP-2025-02337,R0106,Priya Wang,Early Career,ENG,College of Engineering,S023,Internal Strategic Research Fund,Internal,Equipment,2025-05-17,2025-05,FY25,489100,Closed,AW2-2025-02337,305300,2025-08-25,100,2025-10-05,2028-10-04
LP-2024-02338,R0095,Daniel Walker,Early Career,HSC,College of Health Sciences,S017,International Research Consortium,International,Internal Seed,2024-06-25,2024-06,FY24,93100,Not Funded,,0,2024-10-21,118,,
LP-2025-02339,R0034,Yara Lee,Established,ENG,College of Engineering,S024,Faculty Seed Grant Program,Internal,Research Project,2025-06-25,2025-06,FY25,454500,Closed,AW2-2025-02339,296800,2025-12-20,178,2026-01-24,2028-01-24
LP-2023-02340,R0134,Gabriel Dubois,Early Career,SCI,College of Science,S014,Biomedical Discovery Foundation,Foundation,Research Project,2023-11-01,2023-11,FY24,360300,Not Funded,,0,2023-12-11,40,,
LP-2023-02341,R0125,Daniel Walker,Established,BUS,School of Business,S018,Global Development Partnership,International,Training Grant,2023-03-23,2023-03,FY23,44900,Not Funded,,0,2023-05-08,46,,
LP-2025-02342,R0149,Rafael Reyes,Early Career,BUS,School of Business,S014,Biomedical Discovery Foundation,Foundation,Research Project,2025-03-05,2025-03,FY25,194700,Withdrawn,,0,2025-07-03,120,,
LP-2024-02343,R0060,Amina Ahmed,Established,HUM,College of Humanities,S024,Faculty Seed Grant Program,Internal,Research Project,2024-09-25,2024-09,FY25,217500,Active,AW2-2024-02343,204500,2024-12-15,81,2025-01-27,2026-07-21
LP-2024-02344,R0039,Carlos Ito,Senior,HSC,College of Health Sciences,S001,National Health Research Council,Federal,Research Project,2024-04-28,2024-04,FY24,61500,Not Funded,,0,2024-10-06,161,,
LP-2023-02345,R0094,Yara Lee,Established,SCI,College of Science,S012,Future Cities Foundation,Foundation,Equipment,2023-04-26,2023-04,FY23,24900,Not Funded,,0,2023-08-08,104,,
LP-2023-02346,R0071,Maya Bennett,Early Career,HSC,College of Health Sciences,S006,Department of Public Health,Government,Research Project,2023-04-25,2023-04,FY23,418900,Active,AW2-2023-02346,402100,2023-07-28,94,2023-09-23,2024-09-22
LP-2025-02347,R0118,Lucas Haddad,Senior,SCI,College of Science,S015,Civic Data Collaborative,Nonprofit,Research Project,2025-05-17,2025-05,FY25,27900,Active,AW2-2025-02347,26600,2025-08-09,84,2025-08-21,2027-08-21
LP-2023-02348,R0108,Elena Patel,Established,HUM,College of Humanities,S005,National Science Foundation,Federal,Research Project,2023-11-15,2023-11,FY24,113900,Not Funded,,0,2024-02-08,85,,
LP-2023-02349,R0080,Noah Johnson,Established,ARC,College of Architecture and Design,S025,Interdisciplinary Catalyst Fund,Internal,Research Project,2023-06-03,2023-06,FY23,231700,Not Funded,,0,2023-09-13,102,,
LP-2023-02350,R0087,Grace Williams,Senior,HSC,College of Health Sciences,S019,Apex Biotechnologies,Industry,Training Grant,2023-12-31,2023-12,FY24,459400,Not Funded,,0,2024-02-07,38,,
LP-2026-02351,R0178,Lucas Haddad,Established,ENG,College of Engineering,S023,Internal Strategic Research Fund,Internal,Equipment,2026-05-14,2026-05,FY26,137700,Under Review,,0,,,,
LP-2026-02352,R0163,Arjun Thomas,Early Career,SOC,College of Social Innovation,S018,Global Development Partnership,International,Training Grant,2026-01-14,2026-01,FY26,120200,Active,AW2-2026-02352,80200,2026-07-03,170,2026-07-13,2028-01-04
LP-2024-02353,R0034,Yara Lee,Established,ENG,College of Engineering,S011,Community Wellbeing Trust,Foundation,Internal Seed,2024-01-18,2024-01,FY24,200000,Closed,AW2-2024-02353,159900,2024-03-03,45,2024-04-02,2025-09-24
LP-2023-02354,R0125,Daniel Walker,Established,BUS,School of Business,S006,Department of Public Health,Government,Research Project,2023-10-20,2023-10,FY24,126900,Closed,AW2-2023-02354,83800,2023-11-27,38,2024-01-24,2027-01-23
LP-2025-02355,R0147,Grace Williams,Early Career,SOC,College of Social Innovation,S024,Faculty Seed Grant Program,Internal,Research Project,2025-02-28,2025-02,FY25,163700,Active,AW2-2025-02355,139700,2025-06-07,99,2025-07-17,2027-07-17
LP-2024-02356,R0047,Zain Gupta,Senior,HSC,College of Health Sciences,S009,Massachusetts Innovation Fund,Provincial/State,Research Project,2024-10-13,2024-10,FY25,421500,Not Funded,,0,2025-03-05,143,,
LP-2024-02357,R0085,Sofia Evans,Established,BUS,School of Business,S021,Vertex Mobility Systems,Industry,Fellowship,2024-12-23,2024-12,FY25,88800,Not Funded,,0,2025-04-01,99,,
LP-2026-02358,R0132,Samira Kim,Early Career,HUM,College of Humanities,S012,Future Cities Foundation,Foundation,Fellowship,2026-01-22,2026-01,FY26,129000,Active,AW2-2026-02358,91400,2026-05-06,104,2026-05-27,2027-11-18
LP-2026-02359,R0144,Mei Tran,Early Career,ARC,College of Architecture and Design,S009,Massachusetts Innovation Fund,Provincial/State,Equipment,2026-06-24,2026-06,FY26,228000,Active,AW2-2026-02359,178500,2026-08-31,68,2026-10-19,2028-04-11
LP-2023-02360,R0177,Grace Williams,Established,LAW,School of Law and Public Policy,S012,Future Cities Foundation,Foundation,Training Grant,2023-08-03,2023-08,FY24,220500,Not Funded,,0,2023-11-11,100,,
LP-2024-02361,R0011,Maya Bennett,Early Career,SOC,College of Social Innovation,S004,Advanced Technology Agency,Federal,Research Project,2024-03-26,2024-03,FY24,39500,Closed,AW2-2024-02361,25000,2024-09-02,160,2024-09-16,2026-03-10
LP-2026-02362,R0124,Yara Lee,Established,HUM,College of Humanities,S008,Ontario Research Fund,Provincial/State,Training Grant,2026-02-16,2026-02,FY26,26900,Active,AW2-2026-02362,24900,2026-06-22,126,2026-08-04,2027-08-04
LP-2023-02363,R0151,Fatima Khan,Early Career,HSC,College of Health Sciences,S014,Biomedical Discovery Foundation,Foundation,Research Project,2023-12-18,2023-12,FY24,242200,Active,AW2-2023-02363,162200,2024-04-18,122,2024-07-01,2025-07-01
LP-2023-02364,R0019,Jia Zhou,Early Career,SOC,College of Social Innovation,S024,Faculty Seed Grant Program,Internal,Research Project,2023-09-07,2023-09,FY24,99600,Not Funded,,0,2024-02-20,166,,
LP-2024-02365,R0119,Rafael Reyes,Established,HSC,College of Health Sciences,S024,Faculty Seed Grant Program,Internal,Research Project,2024-01-27,2024-01,FY24,240200,Not Funded,,0,2024-07-11,166,,
LP-2024-02366,R0017,Zain Gupta,Established,LAW,School of Law and Public Policy,S020,Northstar Analytics,Industry,Equipment,2024-03-25,2024-03,FY24,129200,Active,AW2-2024-02366,121600,2024-06-10,77,2024-07-21,2027-07-21
LP-2024-02367,R0148,Lucas Haddad,Established,HUM,College of Humanities,S011,Community Wellbeing Trust,Foundation,Equipment,2024-12-01,2024-12,FY25,143500,Active,AW2-2024-02367,102600,2025-05-01,151,2025-07-14,2026-07-14
LP-2026-02368,R0013,Arjun Thomas,Established,BUS,School of Business,S024,Faculty Seed Grant Program,Internal,Research Project,2026-05-04,2026-05,FY26,49700,Active,AW2-2026-02368,43100,2026-06-19,46,2026-09-01,2027-09-01
LP-2026-02369,R0158,Theo Yamamoto,Established,SCI,College of Science,S011,Community Wellbeing Trust,Foundation,Research Project,2026-07-12,2026-07,FY27,125200,Not Funded,,0,2026-08-31,50,,
LP-2024-02370,R0045,Leila Martin,Early Career,BUS,School of Business,S022,Helix Medical Devices,Industry,Research Project,2024-02-02,2024-02,FY24,214900,Closed,AW2-2024-02370,154300,2024-03-27,54,2024-04-24,2026-04-24
LP-2023-02371,R0128,Theo Yamamoto,Established,ARC,College of Architecture and Design,S006,Department of Public Health,Government,Fellowship,2023-06-07,2023-06,FY23,98100,Active,AW2-2023-02371,67500,2023-11-09,155,2023-12-05,2025-05-28
LP-2024-02372,R0085,Sofia Evans,Established,BUS,School of Business,S012,Future Cities Foundation,Foundation,Training Grant,2024-01-31,2024-01,FY24,289400,Not Funded,,0,2024-04-27,87,,
